name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,482,0,2,30,370,8,0,185,8,11,90,2,4,8,0,0,0,61,0,19,4,16,9,10,0,0,3,5
Aaron_Lennon,526,1,1,47,426,13,0,184,13,18,0,0,4,7,0,0,0,66,0,19,2,22,18,7,2,0,2,8
Aaron_Ramsey,639,1,1,44,541,9,0,181,9,16,19,2,4,5,0,0,0,71,0,19,4,17,15,5,2,1,1,7
Aaron_Wan-Bissaka,351,0,1,58,258,7,0,181,7,5,0,3,2,1,0,0,0,75,0,19,5,26,10,2,0,0,1,4
Abdoulaye_Doucouré,294,0,1,41,190,3,1,190,11,3,90,5,1,17,0,0,0,71,0,19,2,22,12,1,1,1,3,2
Abdul Rahman_Baba,473,1,1,31,401,11,0,183,12,14,0,2,1,14,0,0,0,52,0,19,0,17,6,8,4,1,3,7
Abel_Hernández,402,0,0,46,293,10,0,184,10,7,0,4,3,6,0,0,0,65,0,19,6,23,9,5,2,1,2,4
Adama_Traoré,329,1,0,72,239,17,0,187,14,6,81,0,4,11,0,0,0,50,0,19,10,7,6,4,1,0,1,2
Adam_Federici,570,3,1,42,483,9,0,189,9,8,0,2,2,16,0,0,0,66,0,19,5,14,12,5,3,0,0,7
Adam_Lallana,435,1,1,52,305,7,1,186,12,6,90,2,2,10,0,0,0,68,0,19,2,25,13,3,1,1,2,1
Adam_Matthews,410,0,0,62,307,18,0,182,8,9,0,3,0,3,1,0,0,61,0,19,2,18,6,4,1,0,1,3
Ahmed_Musa,309,1,0,66,202,8,0,185,11,7,0,3,4,20,0,0,0,66,0,19,5,11,15,6,1,1,5,5
Aiden_O'Neill,340,2,0,28,228,6,1,182,10,14,0,3,5,15,0,0,0,79,0,19,2,12,12,8,4,1,1,6
Aleix_García Serrano,575,0,0,48,462,17,0,186,12,6,0,2,0,9,0,0,0,72,0,19,0,25,12,4,0,0,1,2
Alex_McCarthy,570,0,0,37,474,11,0,188,13,7,0,1,1,19,0,0,0,68,1,19,1,22,14,6,1,1,1,1
Alex_Palmer,274,1,1,59,173,9,0,188,17,4,0,1,2,13,0,0,0,62,0,19,0,22,18,3,2,0,3,3
Alex_Pritchard,572,4,1,29,479,5,0,190,6,15,0,3,4,18,0,0,0,65,0,19,1,18,13,11,4,0,0,6
Alfie_Mawson,455,0,0,28,372,8,0,189,14,9,90,1,7,2,0,0,0,56,0,19,4,16,10,5,0,1,2,5
Ander_Herrera,611,1,2,32,533,22,1,187,9,23,90,5,13,12,0,0,0,61,0,19,1,12,7,12,2,1,1,12
Bojan_Krkic,322,1,0,45,242,4,1,183,10,3,30,2,0,4,0,0,0,49,0,19,3,12,7,3,2,0,2,2
